,,,Struggling Index,Suffering Index,Thriving Index,Health Problems,,,,Count On to Help,,,,Experience Calmness Yesterday,,,,Feel at Peace With Life,,,,Exciting Life or Calm Life,,,,,,Various Aspects of Life in Balance,,,,Main Purpose in Life,,,,,,,Focus on Taking Care of Themselves or Taking Care of Others,,,,,,Enjoy the Work You Do Every Day,,,,Work Significantly Improves the Lives of Others Outside of Household,,,,Many Choices in Type of Work,,,
,,Employed full time for self,37.6%,1.8%,60.6%,15.1%,84.9%,0.0%,0.0%,96.1%,3.9%,0.0%,0.0%,73.5%,26.5%,0.0%,0.0%,87.0%,13.0%,0.0%,0.0%,20.1%,70.7%,7.6%,0.0%,1.6%,0.0%,77.9%,22.1%,0.0%,0.0%,44.1%,39.9%,14.2%,0.0%,0.0%,0.0%,1.8%,51.9%,43.6%,4.5%,0.0%,0.0%,0.0%,91.0%,9.0%,0.0%,0.0%,88.1%,11.9%,0.0%,0.0%,85.7%,14.3%,0.0%,0.0%
,,Employed part time do not want full time,38.8%,0.0%,61.2%,16.1%,83.9%,0.0%,0.0%,97.5%,2.5%,0.0%,0.0%,83.0%,17.0%,0.0%,0.0%,97.8%,2.2%,0.0%,0.0%,18.2%,79.4%,2.3%,0.0%,0.0%,0.0%,80.5%,19.5%,0.0%,0.0%,23.4%,61.3%,15.3%,0.0%,0.0%,0.0%,0.0%,43.4%,49.4%,7.2%,0.0%,0.0%,0.0%,88.6%,11.4%,0.0%,0.0%,86.6%,12.6%,0.8%,0.0%,71.0%,29.0%,0.0%,0.0%
,,Unemployed,45.9%,11.5%,42.6%,19.3%,80.7%,0.0%,0.0%,74.3%,25.7%,0.0%,0.0%,54.6%,45.4%,0.0%,0.0%,66.6%,33.4%,0.0%,0.0%,42.9%,45.2%,10.9%,0.0%,1.0%,0.0%,63.6%,36.4%,0.0%,0.0%,25.5%,48.9%,21.4%,4.2%,0.0%,0.0%,0.0%,51.6%,39.8%,8.6%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
,,Employed part time want full time,50.1%,13.9%,36.0%,17.4%,82.6%,0.0%,0.0%,89.4%,10.6%,0.0%,0.0%,79.1%,20.9%,0.0%,0.0%,74.8%,25.2%,0.0%,0.0%,14.3%,85.7%,0.0%,0.0%,0.0%,0.0%,53.2%,41.4%,5.4%,0.0%,32.9%,27.3%,39.8%,0.0%,0.0%,0.0%,0.0%,47.3%,49.8%,2.9%,0.0%,0.0%,0.0%,84.6%,14.6%,0.0%,0.8%,75.6%,24.4%,0.0%,0.0%,66.6%,33.4%,0.0%,0.0%
,,Out of workforce,46.4%,2.4%,51.2%,26.8%,72.9%,0.1%,0.2%,94.7%,4.7%,0.5%,0.0%,82.5%,17.4%,0.1%,0.0%,88.0%,12.0%,0.0%,0.0%,16.2%,80.5%,2.9%,0.5%,0.0%,0.0%,77.4%,22.6%,0.0%,0.0%,26.6%,55.6%,16.5%,0.7%,0.0%,0.4%,0.3%,52.9%,38.0%,8.9%,0.0%,0.2%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
,Per Capita Income Quintiles,Poorest 20%,43.8%,10.1%,46.1%,33.0%,67.0%,0.0%,0.0%,86.9%,13.1%,0.0%,0.0%,77.0%,23.0%,0.0%,0.0%,78.9%,21.1%,0.0%,0.0%,20.8%,71.8%,7.4%,0.0%,0.0%,0.0%,65.1%,34.9%,0.0%,0.0%,19.6%,50.2%,28.7%,1.5%,0.0%,0.0%,0.0%,59.5%,32.8%,7.7%,0.0%,0.0%,0.0%,83.0%,17.0%,0.0%,0.0%,79.3%,20.7%,0.0%,0.0%,72.6%,27.4%,0.0%,0.0%
,,Second 20%,47.2%,3.1%,49.8%,20.5%,79.5%,0.0%,0.0%,94.2%,5.8%,0.0%,0.0%,74.3%,24.7%,0.3%,0.7%,88.1%,11.2%,0.0%,0.7%,19.5%,78.2%,1.6%,0.0%,0.0%,0.7%,74.3%,25.0%,0.0%,0.7%,31.1%,55.6%,12.7%,0.0%,0.0%,0.0%,0.7%,54.1%,38.7%,6.3%,0.3%,0.0%,0.7%,88.2%,10.2%,0.0%,1.7%,85.3%,13.4%,0.0%,1.3%,74.1%,24.6%,0.0%,1.3%
,,Middle 20%,45.6%,0.8%,53.6%,11.2%,88.3%,0.0%,0.5%,96.0%,4.0%,0.0%,0.0%,79.9%,20.1%,0.0%,0.0%,91.0%,9.0%,0.0%,0.0%,21.1%,78.1%,0.8%,0.0%,0.0%,0.0%,76.7%,21.7%,1.5%,0.0%,22.5%,54.3%,22.1%,0.0%,0.0%,0.6%,0.4%,44.1%,48.4%,7.1%,0.2%,0.2%,0.0%,82.7%,17.3%,0.0%,0.0%,87.0%,13.0%,0.0%,0.0%,75.4%,24.6%,0.0%,0.0%
,,Fourth 20%,40.4%,1.2%,58.3%,14.4%,85.6%,0.0%,0.0%,98.0%,2.0%,0.0%,0.0%,79.8%,20.2%,0.0%,0.0%,89.7%,10.3%,0.0%,0.0%,17.7%,79.2%,2.5%,0.4%,0.3%,0.0%,77.5%,22.5%,0.0%,0.0%,32.9%,50.8%,15.9%,0.2%,0.0%,0.0%,0.2%,52.0%,44.3%,3.6%,0.0%,0.2%,0.0%,89.6%,10.4%,0.0%,0.0%,86.7%,13.3%,0.0%,0.0%,82.3%,17.7%,0.0%,0.0%
,,Richest 20%,29.4%,0.0%,70.6%,8.9%,90.9%,0.2%,0.0%,92.5%,6.4%,1.1%,0.0%,84.1%,15.9%,0.0%,0.0%,93.5%,6.5%,0.0%,0.0%,29.0%,69.1%,0.7%,0.8%,0.4%,0.0%,80.9%,19.1%,0.0%,0.0%,37.1%,46.7%,14.6%,1.0%,0.0%,0.2%,0.4%,49.3%,45.8%,4.1%,0.7%,0.0%,0.0%,84.2%,15.8%,0.0%,0.0%,83.0%,16.7%,0.3%,0.0%,79.4%,20.6%,0.0%,0.0%
,Feelings About Household Income,Living comfortably on present income,33.1%,0.2%,66.7%,12.7%,87.2%,0.1%,0.0%,98.2%,1.5%,0.3%,0.0%,84.4%,15.6%,0.0%,0.0%,95.2%,4.8%,0.0%,0.0%,24.9%,73.4%,1.1%,0.4%,0.1%,0.0%,84.8%,15.2%,0.0%,0.0%,32.2%,52.1%,14.8%,0.5%,0.0%,0.1%,0.3%,49.8%,44.7%,4.9%,0.5%,0.2%,0.0%,89.0%,11.0%,0.0%,0.0%,86.7%,13.2%,0.1%,0.0%,83.6%,16.4%,0.0%,0.0%
,,Getting by on present income,45.2%,2.5%,52.2%,16.2%,83.5%,0.0%,0.3%,92.7%,7.2%,0.1%,0.0%,75.5%,24.5%,0.0%,0.0%,90.1%,9.9%,0.0%,0.0%,15.8%,82.2%,1.7%,0.1%,0.2%,0.0%,74.8%,25.2%,0.0%,0.0%,25.4%,53.1%,20.8%,0.3%,0.0%,0.4%,0.0%,55.1%,39.1%,5.8%,0.0%,0.0%,0.0%,83.3%,16.7%,0.0%,0.0%,87.5%,12.5%,0.0%,0.0%,75.7%,24.3%,0.0%,0.0%
,,Finding it difficult on present income,60.6%,10.0%,29.3%,26.7%,73.3%,0.0%,0.0%,92.1%,7.9%,0.0%,0.0%,76.3%,23.7%,0.0%,0.0%,67.5%,32.5%,0.0%,0.0%,20.8%,74.3%,4.9%,0.0%,0.0%,0.0%,48.5%,48.5%,3.0%,0.0%,32.4%,44.1%,20.9%,2.2%,0.0%,0.0%,0.4%,44.5%,51.5%,3.9%,0.0%,0.0%,0.0%,76.1%,23.1%,0.0%,0.8%,76.7%,23.3%,0.0%,0.0%,52.3%,47.7%,0.0%,0.0%
,,Finding it very difficult on present income,58.0%,18.8%,23.1%,51.2%,48.8%,0.0%,0.0%,61.2%,38.8%,0.0%,0.0%,59.0%,40.1%,0.9%,0.0%,56.9%,43.1%,0.0%,0.0%,26.0%,58.3%,15.6%,0.0%,0.0%,0.0%,37.7%,62.3%,0.0%,0.0%,9.2%,52.4%,38.4%,0.0%,0.0%,0.0%,0.0%,62.7%,21.7%,15.6%,0.0%,0.0%,0.0%,88.4%,11.6%,0.0%,0.0%,50.5%,49.5%,0.0%,0.0%,68.7%,31.3%,0.0%,0.0%
,Urban/Rural,A rural area or on a farm,40.1%,3.1%,56.9%,19.7%,79.8%,0.0%,0.5%,94.8%,5.2%,0.0%,0.0%,81.6%,18.4%,0.0%,0.0%,89.5%,10.5%,0.0%,0.0%,19.0%,77.9%,3.1%,0.0%,0.0%,0.0%,71.5%,26.8%,1.7%,0.0%,27.9%,55.0%,15.4%,0.8%,0.0%,0.7%,0.2%,50.9%,40.9%,7.8%,0.2%,0.3%,0.0%,83.8%,16.2%,0.0%,0.0%,87.9%,12.1%,0.0%,0.0%,77.3%,22.7%,0.0%,0.0%
,,A small town or villAge,39.7%,1.4%,58.9%,14.9%,84.9%,0.2%,0.0%,97.0%,3.0%,0.0%,0.0%,75.9%,23.3%,0.2%,0.6%,92.2%,7.3%,0.0%,0.6%,17.8%,80.1%,1.3%,0.0%,0.2%,0.6%,83.0%,16.5%,0.0%,0.6%,33.0%,53.9%,12.0%,0.0%,0.0%,0.2%,0.9%,56.1%,36.9%,6.1%,0.2%,0.2%,0.6%,89.0%,10.0%,0.0%,1.0%,85.5%,13.5%,0.0%,1.0%,75.8%,23.2%,0.0%,1.0%
,,A large city,44.8%,4.5%,50.7%,19.2%,80.8%,0.0%,0.0%,92.4%,7.6%,0.0%,0.0%,78.4%,21.6%,0.0%,0.0%,86.0%,14.0%,0.0%,0.0%,25.7%,69.6%,4.7%,0.0%,0.0%,0.0%,70.9%,29.1%,0.0%,0.0%,26.8%,44.8%,26.6%,1.5%,0.0%,0.0%,0.3%,58.0%,36.1%,5.2%,0.6%,0.0%,0.0%,83.7%,16.3%,0.0%,0.0%,83.6%,16.1%,0.3%,0.0%,77.3%,22.7%,0.0%,0.0%
,,A suburb of a large city,40.2%,3.2%,56.5%,17.2%,82.8%,0.0%,0.0%,90.9%,8.5%,0.7%,0.0%,80.4%,19.6%,0.0%,0.0%,86.2%,13.8%,0.0%,0.0%,22.8%,74.5%,1.7%,0.7%,0.2%,0.0%,73.6%,26.4%,0.0%,0.0%,26.5%,53.1%,20.3%,0.1%,0.0%,0.0%,0.0%,45.0%,50.1%,4.9%,0.0%,0.0%,0.0%,84.7%,15.1%,0.0%,0.2%,82.7%,17.3%,0.0%,0.0%,77.1%,22.9%,0.0%,0.0%
Egypt,Age,15-24,67.8%,14.6%,17.6%,9.9%,90.1%,0.0%,0.0%,80.6%,18.0%,1.4%,0.0%,66.3%,32.4%,1.3%,0.0%,77.9%,22.1%,0.0%,0.0%,19.9%,73.7%,5.6%,0.5%,0.2%,0.0%,62.0%,34.9%,3.1%,0.0%,33.7%,38.8%,25.0%,2.2%,0.2%,0.1%,0.0%,45.3%,31.8%,21.5%,0.0%,1.4%,0.0%,77.9%,22.1%,0.0%,0.0%,69.4%,30.4%,0.3%,0.0%,57.2%,42.8%,0.0%,0.0%
,,25-34,54.0%,30.1%,15.9%,16.4%,83.6%,0.0%,0.0%,66.9%,32.4%,0.7%,0.0%,65.2%,34.8%,0.0%,0.0%,76.6%,20.6%,2.4%,0.3%,9.6%,86.9%,1.8%,0.0%,1.6%,0.0%,57.4%,37.9%,4.7%,0.0%,22.6%,54.7%,22.4%,0.3%,0.0%,0.0%,0.0%,50.5%,22.6%,25.4%,0.0%,1.5%,0.0%,69.0%,30.5%,0.5%,0.0%,68.8%,30.2%,1.0%,0.0%,45.5%,51.2%,3.3%,0.0%
,,35-44,63.9%,21.2%,14.8%,29.4%,70.6%,0.0%,0.0%,59.3%,40.7%,0.0%,0.0%,73.3%,26.7%,0.0%,0.0%,88.4%,11.4%,0.2%,0.0%,4.6%,93.8%,1.6%,0.0%,0.0%,0.0%,69.0%,30.3%,0.7%,0.0%,14.8%,62.4%,20.7%,0.0%,2.2%,0.0%,0.0%,54.8%,31.5%,13.3%,0.0%,0.3%,0.0%,90.6%,9.1%,0.3%,0.0%,76.2%,23.5%,0.3%,0.0%,57.9%,41.7%,0.3%,0.0%
,,45-64,59.1%,19.0%,21.9%,51.1%,48.9%,0.0%,0.0%,59.4%,40.4%,0.2%,0.0%,70.8%,28.9%,0.3%,0.0%,90.3%,9.6%,0.2%,0.0%,1.3%,96.7%,2.0%,0.0%,0.0%,0.0%,76.3%,23.7%,0.0%,0.0%,11.5%,56.9%,30.0%,0.0%,1.6%,0.0%,0.0%,39.8%,34.2%,26.0%,0.0%,0.0%,0.0%,87.8%,12.2%,0.0%,0.0%,92.4%,7.6%,0.0%,0.0%,60.6%,39.4%,0.0%,0.0%
,,65+,71.5%,0.0%,28.5%,46.3%,53.7%,0.0%,0.0%,43.9%,56.1%,0.0%,0.0%,81.8%,18.2%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,6.2%,93.8%,0.0%,0.0%,0.0%,0.0%,93.8%,6.2%,0.0%,0.0%,12.4%,46.2%,41.4%,0.0%,0.0%,0.0%,0.0%,24.6%,40.9%,34.5%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%
,Gender,Male,58.8%,24.6%,16.5%,18.7%,81.3%,0.0%,0.0%,64.7%,34.5%,0.8%,0.0%,73.2%,26.1%,0.7%,0.0%,83.3%,16.2%,0.3%,0.1%,11.5%,84.7%,3.0%,0.0%,0.9%,0.0%,62.6%,35.1%,2.4%,0.0%,22.8%,51.2%,24.0%,1.2%,0.7%,0.1%,0.0%,47.1%,32.7%,19.4%,0.0%,0.8%,0.0%,80.7%,19.1%,0.3%,0.0%,73.9%,25.5%,0.6%,0.0%,56.0%,42.7%,1.3%,0.0%
,,Female,65.4%,15.1%,19.5%,35.1%,64.9%,0.0%,0.0%,69.5%,30.1%,0.3%,0.0%,63.6%,36.2%,0.2%,0.0%,83.0%,15.8%,1.1%,0.0%,7.0%,90.0%,2.7%,0.3%,0.0%,0.0%,71.0%,26.9%,2.0%,0.0%,19.4%,53.2%,26.2%,0.0%,1.1%,0.0%,0.0%,46.4%,27.2%,25.6%,0.0%,0.9%,0.0%,79.9%,20.1%,0.0%,0.0%,83.4%,16.6%,0.0%,0.0%,49.1%,50.9%,0.0%,0.0%
,Employment Status,Employed full time for an employer,58.7%,25.2%,16.1%,23.1%,76.9%,0.0%,0.0%,68.9%,31.1%,0.0%,0.0%,70.9%,28.9%,0.1%,0.0%,83.2%,16.1%,0.8%,0.0%,7.2%,87.6%,5.1%,0.0%,0.0%,0.0%,61.0%,37.8%,1.3%,0.0%,20.6%,59.3%,17.5%,1.1%,1.4%,0.1%,0.0%,47.2%,32.8%,20.0%,0.0%,0.0%,0.0%,79.6%,20.3%,0.1%,0.0%,76.6%,23.1%,0.3%,0.0%,49.8%,48.6%,1.6%,0.0%
,,Employed full time for self,67.6%,15.2%,17.1%,17.1%,82.9%,0.0%,0.0%,71.0%,25.5%,3.5%,0.0%,70.7%,29.3%,0.0%,0.0%,86.4%,12.2%,0.7%,0.7%,7.1%,90.1%,1.9%,0.0%,0.9%,0.0%,71.5%,20.5%,8.0%,0.0%,23.1%,50.7%,22.7%,3.5%,0.0%,0.0%,0.0%,53.5%,28.1%,18.3%,0.0%,0.0%,0.0%,87.1%,12.3%,0.6%,0.0%,73.5%,25.2%,1.3%,0.0%,66.0%,33.4%,0.6%,0.0%
,,Employed part time do not want full time,62.4%,4.1%,33.5%,13.0%,87.0%,0.0%,0.0%,70.6%,29.4%,0.0%,0.0%,74.8%,25.2%,0.0%,0.0%,81.7%,16.2%,2.2%,0.0%,1.8%,96.0%,2.2%,0.0%,0.0%,0.0%,75.7%,24.3%,0.0%,0.0%,50.4%,32.7%,13.3%,0.0%,3.6%,0.0%,0.0%,74.0%,20.4%,5.5%,0.0%,0.0%,0.0%,77.3%,22.7%,0.0%,0.0%,65.2%,34.8%,0.0%,0.0%,66.0%,34.0%,0.0%,0.0%
,,Unemployed,69.2%,24.8%,6.0%,22.1%,77.9%,0.0%,0.0%,47.5%,52.5%,0.0%,0.0%,73.9%,26.1%,0.0%,0.0%,80.6%,19.4%,0.0%,0.0%,14.9%,82.4%,2.7%,0.0%,0.0%,0.0%,49.2%,49.0%,1.8%,0.0%,20.2%,59.0%,20.8%,0.0%,0.0%,0.0%,0.0%,48.4%,32.2%,19.4%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
,,Employed part time want full time,57.7%,31.6%,10.6%,29.2%,70.8%,0.0%,0.0%,51.3%,47.4%,1.2%,0.0%,69.4%,24.7%,5.9%,0.0%,66.7%,33.3%,0.0%,0.0%,8.7%,89.4%,1.9%,0.0%,0.0%,0.0%,61.1%,38.9%,0.0%,0.0%,26.6%,51.3%,22.1%,0.0%,0.0%,0.0%,0.0%,27.0%,30.0%,42.9%,0.0%,0.0%,0.0%,74.1%,25.9%,0.0%,0.0%,78.7%,21.3%,0.0%,0.0%,52.2%,47.8%,0.0%,0.0%
,,Out of workforce,60.5%,16.4%,23.0%,31.8%,68.2%,0.0%,0.0%,72.6%,27.1%,0.3%,0.0%,65.2%,34.7%,0.1%,0.0%,85.7%,13.4%,0.9%,0.0%,10.3%,86.6%,1.9%,0.3%,0.9%,0.0%,74.2%,23.9%,1.8%,0.0%,19.4%,46.8%,32.7%,0.0%,1.1%,0.0%,0.0%,45.9%,29.0%,23.1%,0.0%,2.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
,Per Capita Income Quintiles,Poorest 20%,45.5%,45.4%,9.1%,35.2%,64.8%,0.0%,0.0%,49.6%,50.1%,0.2%,0.0%,64.1%,34.1%,1.8%,0.0%,76.8%,23.2%,0.0%,0.0%,8.0%,86.3%,3.8%,0.0%,1.9%,0.0%,60.9%,36.7%,2.5%,0.0%,15.6%,55.7%,26.8%,0.0%,1.9%,0.0%,0.0%,39.2%,40.3%,18.6%,0.0%,1.9%,0.0%,66.3%,32.9%,0.8%,0.0%,67.8%,31.4%,0.8%,0.0%,40.8%,58.4%,0.8%,0.0%
,,Second 20%,70.5%,19.2%,10.2%,27.7%,72.3%,0.0%,0.0%,61.3%,36.8%,1.9%,0.0%,65.0%,34.8%,0.2%,0.0%,77.6%,22.4%,0.0%,0.0%,6.9%,90.4%,2.0%,0.7%,0.0%,0.0%,61.0%,35.3%,3.7%,0.0%,23.1%,50.6%,23.7%,1.9%,0.6%,0.0%,0.0%,46.9%,25.2%,27.5%,0.0%,0.4%,0.0%,89.9%,9.6%,0.5%,0.0%,80.4%,19.6%,0.0%,0.0%,68.5%,31.5%,0.0%,0.0%
,,Middle 20%,62.4%,18.8%,18.8%,25.9%,74.1%,0.0%,0.0%,61.4%,37.9%,0.7%,0.0%,69.3%,30.7%,0.0%,0.0%,87.3%,12.0%,0.7%,0.0%,7.0%,90.8%,2.2%,0.0%,0.0%,0.0%,67.7%,31.2%,1.1%,0.0%,14.2%,61.6%,22.6%,0.0%,1.6%,0.0%,0.0%,48.4%,30.3%,21.4%,0.0%,0.0%,0.0%,81.1%,18.9%,0.0%,0.0%,73.3%,26.3%,0.4%,0.0%,47.5%,48.7%,3.8%,0.0%
,,Fourth 20%,65.7%,13.9%,20.3%,23.2%,76.8%,0.0%,0.0%,76.9%,23.1%,0.0%,0.0%,69.8%,30.0%,0.2%,0.0%,82.9%,15.0%,2.1%,0.0%,11.1%,86.0%,2.7%,0.0%,0.2%,0.0%,65.2%,31.9%,2.9%,0.0%,20.0%,48.3%,30.0%,1.5%,0.0%,0.1%,0.0%,50.3%,26.1%,21.7%,0.0%,1.9%,0.0%,76.6%,23.4%,0.0%,0.0%,79.4%,20.2%,0.3%,0.0%,55.8%,44.2%,0.0%,0.0%
,,Richest 20%,62.5%,8.9%,28.6%,18.7%,81.3%,0.0%,0.0%,84.9%,15.0%,0.1%,0.0%,76.2%,23.8%,0.0%,0.0%,91.3%,7.6%,0.7%,0.4%,14.1%,81.9%,3.6%,0.0%,0.3%,0.0%,77.2%,21.9%,0.9%,0.0%,33.2%,44.6%,21.9%,0.0%,0.3%,0.0%,0.0%,48.9%,29.4%,21.7%,0.0%,0.0%,0.0%,87.1%,12.9%,0.0%,0.0%,77.2%,22.1%,0.8%,0.0%,60.4%,39.2%,0.4%,0.0%
,Feelings About Household Income,Living comfortably on present income,55.4%,1.4%,43.2%,18.1%,81.9%,0.0%,0.0%,84.9%,15.1%,0.0%,0.0%,77.7%,22.3%,0.0%,0.0%,92.6%,5.2%,1.4%,0.7%,21.2%,71.8%,6.4%,0.0%,0.6%,0.0%,87.7%,11.2%,1.1%,0.0%,37.1%,37.6%,25.4%,0.0%,0.0%,0.0%,0.0%,43.8%,40.9%,15.2%,0.0%,0.0%,0.0%,90.5%,9.5%,0.0%,0.0%,74.4%,24.2%,1.4%,0.0%,67.9%,32.1%,0.0%,0.0%
